date,region,device_type,product_category,traffic,conversion_rate,orders,avg_order_value,revenue,marketing_spend
2024-01-28,South,mobile,Sports,855,0.0247,21,77.26,1622.52,1535.93
2024-01-28,South,tablet,Electronics,172,0.0343,5,152.35,761.75,1851.77
2024-01-28,South,tablet,Clothing,178,0.0295,5,84.68,423.4,1975.4
2024-01-28,South,tablet,Home,176,0.0404,7,59.93,419.54,584.5
2024-01-28,South,tablet,Sports,168,0.0314,5,69.88,349.39,1533.72
2024-01-28,East,desktop,Electronics,576,0.0393,22,104.49,2298.79,608.34
2024-01-28,East,desktop,Clothing,543,0.0417,22,82.28,1810.24,1629.97
2024-01-28,East,desktop,Home,591,0.046,27,71.44,1928.86,557.54
2024-01-28,East,desktop,Sports,584,0.0238,13,75.06,975.73,916.14
2024-01-28,East,mobile,Electronics,878,0.0282,24,150.38,3609.1,1654.66
2024-01-28,East,mobile,Clothing,869,0.041,35,102.86,3600.12,1366.82
2024-01-28,East,mobile,Home,793,0.03,23,82.22,1891.16,1422.35
2024-01-28,East,mobile,Sports,860,0.033,28,83.26,2331.27,967.55
2024-01-28,East,tablet,Electronics,168,0.0379,6,107.85,647.08,1903.99
2024-01-28,East,tablet,Clothing,176,0.0326,5,88.02,440.12,915.89
2024-01-28,East,tablet,Home,175,0.0427,7,78.2,547.42,1306.07
2024-01-28,East,tablet,Sports,181,0.0285,5,68.43,342.14,1170.91
2024-01-28,West,desktop,Electronics,608,0.0363,22,134.27,2954.03,1730.41
2024-01-28,West,desktop,Clothing,685,0.0407,27,77.45,2091.26,922.46
2024-01-28,West,desktop,Home,588,0.0354,20,82.38,1647.65,1678.54
2024-01-28,West,desktop,Sports,597,0.0385,23,77.28,1777.44,1056.87
2024-01-28,West,mobile,Electronics,969,0.0249,24,141.3,3391.17,2085.11
2024-01-28,West,mobile,Clothing,924,0.0272,25,78.55,1963.72,2096.19
2024-01-28,West,mobile,Home,924,0.0318,29,66.27,1921.83,899.97
2024-01-28,West,mobile,Sports,939,0.0262,24,83.83,2011.98,2369.35
2024-01-28,West,tablet,Electronics,201,0.0312,6,138.79,832.72,1413.5
2024-01-28,West,tablet,Clothing,195,0.0306,5,83.27,416.34,1387.15
2024-01-28,West,tablet,Home,177,0.0443,7,75.35,527.44,1135.44
2024-01-28,West,tablet,Sports,185,0.0351,6,75.22,451.3,1660.53
2024-01-29,North,desktop,Electronics,596,0.0349,20,147.3,2946.0,1012.9
2024-01-29,North,desktop,Clothing,648,0.0458,29,97.09,2815.66,828.98
2024-01-29,North,desktop,Home,594,0.0311,18,66.29,1193.27,556.73
2024-01-29,North,desktop,Sports,585,0.0366,21,69.34,1456.14,1781.85
2024-01-29,North,mobile,Electronics,869,0.0291,25,118.48,2961.89,844.88
2024-01-29,North,mobile,Clothing,901,0.0237,21,83.9,1761.9,1071.72
2024-01-29,North,mobile,Home,889,0.0346,30,73.46,2203.8,1916.14
2024-01-29,North,mobile,Sports,880,0.024,21,71.04,1491.92,1814.84
2024-01-29,North,tablet,Electronics,170,0.043,7,150.78,1055.47,1074.6
2024-01-29,North,tablet,Clothing,190,0.0345,6,73.98,443.9,1197.03
2024-01-29,North,tablet,Home,188,0.0349,6,87.79,526.71,677.69
2024-01-29,North,tablet,Sports,184,0.0348,6,56.08,336.5,1131.68
2024-01-29,South,desktop,Electronics,494,0.0335,16,128.55,2056.83,583.0
2024-01-29,South,desktop,Clothing,478,0.0304,14,85.23,1193.15,1959.72
2024-01-29,South,desktop,Home,478,0.0465,22,93.67,2060.84,1480.67
2024-01-29,South,desktop,Sports,493,0.0458,22,56.39,1240.47,1831.73
2024-01-29,South,mobile,Electronics,700,0.0277,19,111.52,2118.83,974.9
2024-01-29,South,mobile,Clothing,741,0.0394,29,75.17,2179.88,1162.3
2024-01-29,South,mobile,Home,748,0.0294,21,93.8,1969.77,886.54
2024-01-29,South,mobile,Sports,796,0.0267,21,66.25,1391.17,1704.7
2024-01-29,South,tablet,Electronics,141,0.0341,4,90.22,360.88,1820.98
2024-01-29,South,tablet,Clothing,148,0.0429,6,63.81,382.87,681.9
2024-01-29,South,tablet,Home,140,0.0417,5,84.29,421.45,767.68
2024-01-29,South,tablet,Sports,145,0.0369,5,79.95,399.77,753.25
2024-01-29,East,desktop,Electronics,523,0.0265,13,153.12,1990.55,893.76
2024-01-29,East,desktop,Clothing,470,0.0286,13,85.93,1117.11,1213.04
2024-01-29,East,desktop,Home,491,0.03,14,71.69,1003.61,1437.42
2024-01-29,East,desktop,Sports,515,0.0358,18,68.6,1234.74,585.7
2024-01-29,East,mobile,Electronics,799,0.0339,27,143.89,3885.07,725.47
2024-01-29,East,mobile,Clothing,732,0.0439,32,67.33,2154.44,546.46
2024-01-29,East,mobile,Home,727,0.0336,24,73.16,1755.95,1973.98
2024-01-29,East,mobile,Sports,763,0.0299,22,84.11,1850.43,730.62
2024-01-29,East,tablet,Electronics,161,0.0396,6,153.34,920.04,800.51
2024-01-29,East,tablet,Clothing,144,0.0367,5,60.44,302.19,1673.0
2024-01-29,East,tablet,Home,156,0.0375,5,79.36,396.81,1482.16
2024-01-29,East,tablet,Sports,144,0.0314,4,71.51,286.03,909.74
2024-01-29,West,desktop,Electronics,526,0.0398,20,155.3,3105.97,836.72
2024-01-29,West,desktop,Clothing,592,0.0457,27,68.09,1838.32,1151.86
2024-01-29,West,desktop,Home,564,0.0341,19,87.12,1655.3,1891.55
2024-01-29,West,desktop,Sports,528,0.0342,18,90.46,1628.23,1854.57
2024-01-29,West,mobile,Electronics,820,0.035,28,134.86,3776.12,2212.64
2024-01-29,West,mobile,Clothing,815,0.0383,31,71.56,2218.26,1093.88
2024-01-29,West,mobile,Home,826,0.0354,29,61.42,1781.13,1128.98
2024-01-29,West,mobile,Sports,772,0.0286,22,70.09,1541.97,2317.46
2024-01-29,West,tablet,Electronics,161,0.0304,4,132.95,531.82,2029.67
2024-01-29,West,tablet,Clothing,155,0.0439,6,81.24,487.43,1425.39
2024-01-29,West,tablet,Home,161,0.0489,7,64.62,452.34,1881.96
2024-01-29,West,tablet,Sports,161,0.0263,4,94.01,376.04,1458.95
2024-01-30,North,desktop,Electronics,619,0.0324,20,147.3,2945.96,1414.29
2024-01-30,North,desktop,Clothing,606,0.0276,16,73.52,1176.29,712.77
2024-01-30,North,desktop,Home,576,0.0406,23,87.74,2018.12,1925.91
2024-01-30,North,desktop,Sports,618,0.0455,28,61.15,1712.09,1964.12
2024-01-30,North,mobile,Electronics,903,0.0385,34,109.11,3709.69,1724.34
2024-01-30,North,mobile,Clothing,912,0.0407,37,74.64,2761.56,1655.62
2024-01-30,North,mobile,Home,900,0.023,20,68.35,1367.07,1596.65
2024-01-30,North,mobile,Sports,867,0.022,19,77.6,1474.49,1443.36
2024-01-30,North,tablet,Electronics,168,0.0332,5,144.08,720.38,1667.56
2024-01-30,North,tablet,Clothing,182,0.0467,8,64.68,517.4,595.3
2024-01-30,North,tablet,Home,177,0.026,4,78.31,313.26,680.41
2024-01-30,North,tablet,Sports,185,0.0375,6,73.62,441.72,533.3
2024-01-30,South,desktop,Electronics,487,0.0293,14,120.21,1682.9,1301.33
2024-01-30,South,desktop,Clothing,524,0.0416,21,66.39,1394.28,1077.44
2024-01-30,South,desktop,Home,494,0.0319,15,48.82,732.28,1064.47
2024-01-30,South,desktop,Sports,491,0.0319,15,93.29,1399.4,792.19
2024-01-30,South,mobile,Electronics,784,0.0217,16,132.69,2123.06,1457.14
2024-01-30,South,mobile,Clothing,729,0.0307,22,69.05,1519.01,1904.19
2024-01-30,South,mobile,Home,751,0.0286,21,84.7,1778.74,1002.51
2024-01-30,South,mobile,Sports,718,0.0346,24,63.2,1516.91,934.37
2024-01-30,South,tablet,Electronics,151,0.0331,4,112.15,448.6,1905.42
2024-01-30,South,tablet,Clothing,147,0.0354,5,71.3,356.48,587.8
2024-01-30,South,tablet,Home,146,0.0377,5,68.37,341.83,523.76
2024-01-30,South,tablet,Sports,151,0.0493,7,77.98,545.88,970.05
2024-01-30,East,desktop,Electronics,486,0.0338,16,140.3,2244.88,646.43
2024-01-30,East,desktop,Clothing,533,0.0271,14,82.54,1155.57,688.7
2024-01-30,East,desktop,Home,506,0.0339,17,60.93,1035.81,1695.42
2024-01-30,East,desktop,Sports,506,0.0441,22,79.31,1744.89,1689.06
2024-01-30,East,mobile,Electronics,762,0.034,25,156.27,3906.85,536.64
2024-01-30,East,mobile,Clothing,741,0.0276,20,81.59,1631.86,1386.31
2024-01-30,East,mobile,Home,805,0.0343,27,72.42,1955.33,877.72
2024-01-30,East,mobile,Sports,781,0.0322,25,68.04,1700.99,532.98
2024-01-30,East,tablet,Electronics,156,0.0289,4,160.64,642.57,1417.24
2024-01-30,East,tablet,Clothing,153,0.0417,6,100.4,602.42,1613.3
2024-01-30,East,tablet,Home,150,0.0333,4,74.25,297.0,1003.34
2024-01-30,East,tablet,Sports,146,0.034,4,86.67,346.69,526.94
2024-01-30,West,desktop,Electronics,506,0.0379,19,143.28,2722.33,1854.5
2024-01-30,West,desktop,Clothing,559,0.0412,23,80.51,1851.81,1155.12
2024-01-30,West,desktop,Home,565,0.0324,18,64.77,1165.81,1465.98
2024-01-30,West,desktop,Sports,550,0.0272,14,90.67,1269.31,1232.41
2024-01-30,West,mobile,Electronics,872,0.0297,25,155.82,3895.58,905.32
2024-01-30,West,mobile,Clothing,846,0.0294,24,74.03,1776.81,2259.35
2024-01-30,West,mobile,Home,775,0.0293,22,86.12,1894.66,2101.52
2024-01-30,West,mobile,Sports,838,0.0358,29,71.62,2076.85,1551.79
2024-01-30,West,tablet,Electronics,180,0.0424,7,131.52,920.63,2252.08
2024-01-30,West,tablet,Clothing,165,0.0413,6,74.65,447.92,2118.32
2024-01-30,West,tablet,Home,172,0.0457,7,70.3,492.12,2268.56
2024-01-30,West,tablet,Sports,165,0.0292,4,65.35,261.42,1685.18
2024-01-31,North,desktop,Electronics,540,0.0336,18,139.41,2509.39,850.09
2024-01-31,North,desktop,Clothing,596,0.0368,21,90.45,1899.45,1684.8
2024-01-31,North,desktop,Home,609,0.0339,20,63.22,1264.45,1095.33
2024-01-31,North,desktop,Sports,620,0.0293,18,71.12,1280.2,840.26
2024-01-31,North,mobile,Electronics,909,0.0243,22,136.05,2993.15,1494.36
2024-01-31,North,mobile,Clothing,948,0.0348,33,74.92,2472.37,999.86
2024-01-31,North,mobile,Home,910,0.0264,24,77.03,1848.81,1938.85
2024-01-31,North,mobile,Sports,925,0.0328,30,91.45,2743.61,1174.87
2024-01-31,North,tablet,Electronics,180,0.0404,7,177.58,1243.04,1181.72
2024-01-31,North,tablet,Clothing,172,0.0388,6,58.78,352.65,1069.94
2024-01-31,North,tablet,Home,178,0.0317,5,54.5,272.52,700.27
2024-01-31,North,tablet,Sports,181,0.0362,6,63.65,381.89,880.46
2024-01-31,South,desktop,Electronics,481,0.033,15,121.28,1819.15,675.32
2024-01-31,South,desktop,Clothing,471,0.0348,16,76.35,1221.61,1793.65
2024-01-31,South,desktop,Home,559,0.033,18,74.59,1342.54,1461.07
2024-01-31,South,desktop,Sports,494,0.038,18,63.64,1145.44,1124.33
2024-01-31,South,mobile,Electronics,715,0.0345,24,138.61,3326.7,676.21
2024-01-31,South,mobile,Clothing,780,0.0343,26,68.15,1771.87,1162.32
2024-01-31,South,mobile,Home,822,0.0244,20,90.36,1807.23,1935.22
2024-01-31,South,mobile,Sports,733,0.0286,20,79.85,1596.94,1705.31
2024-01-31,South,tablet,Electronics,148,0.0314,4,118.37,473.47,1165.4
2024-01-31,South,tablet,Clothing,142,0.0358,5,77.47,387.34,1475.14
2024-01-31,South,tablet,Home,153,0.0397,6,82.77,496.62,637.22
2024-01-31,South,tablet,Sports,150,0.0374,5,70.1,350.51,702.56
2024-01-31,East,desktop,Electronics,498,0.0351,17,137.58,2338.85,755.21
2024-01-31,East,desktop,Clothing,488,0.0324,15,65.34,980.04,1958.34
2024-01-31,East,desktop,Home,474,0.0338,16,79.66,1274.63,778.29
2024-01-31,East,desktop,Sports,510,0.0294,14,86.64,1212.89,878.3
2024-01-31,East,mobile,Electronics,745,0.0203,15,109.81,1647.09,735.14
2024-01-31,East,mobile,Clothing,742,0.0325,24,71.06,1705.55,1672.03
2024-01-31,East,mobile,Home,768,0.0358,27,77.85,2101.88,1312.0
2024-01-31,East,mobile,Sports,732,0.0294,21,85.01,1785.2,1817.17
2024-01-31,East,tablet,Electronics,151,0.0378,5,154.55,772.77,1097.08
2024-01-31,East,tablet,Clothing,150,0.0309,4,59.4,237.58,643.54
2024-01-31,East,tablet,Home,161,0.0298,4,92.84,371.36,1108.43
2024-01-31,East,tablet,Sports,153,0.042,6,79.84,479.05,1742.32
2024-01-31,West,desktop,Electronics,523,0.0391,20,140.97,2819.49,1596.3
2024-01-31,West,desktop,Clothing,553,0.0378,20,84.2,1683.95,1185.1
2024-01-31,West,desktop,Home,542,0.03,16,65.78,1052.45,2329.07
2024-01-31,West,desktop,Sports,503,0.0326,16,64.75,1035.93,770.01
2024-01-31,West,mobile,Electronics,798,0.0286,22,141.58,3114.84,1553.92
2024-01-31,West,mobile,Clothing,821,0.0331,27,91.0,2457.13,1957.96
2024-01-31,West,mobile,Home,867,0.0332,28,73.05,2045.27,2093.61
2024-01-31,West,mobile,Sports,829,0.031,25,53.47,1336.68,1928.0
2024-01-31,West,tablet,Electronics,163,0.0348,5,135.6,678.02,1530.52
2024-01-31,West,tablet,Clothing,163,0.0425,6,61.99,371.96,2361.1
2024-01-31,West,tablet,Home,163,0.041,6,75.09,450.53,689.78
2024-01-31,West,tablet,Sports,167,0.0329,5,82.06,410.32,1989.17
2024-02-01,North,desktop,Electronics,613,0.0346,21,126.83,2663.43,933.79
2024-02-01,North,desktop,Clothing,626,0.0509,31,65.92,2043.64,1406.39
2024-02-01,North,desktop,Home,628,0.0303,19,65.93,1252.69,1304.29
2024-02-01,North,desktop,Sports,596,0.0363,21,70.15,1473.22,820.61
2024-02-01,North,mobile,Electronics,860,0.0316,27,109.19,2948.21,1057.2
2024-02-01,North,mobile,Clothing,894,0.0305,27,70.96,1915.92,1820.63
2024-02-01,North,mobile,Home,892,0.0297,26,69.56,1808.66,1331.25
2024-02-01,North,mobile,Sports,907,0.0274,24,67.79,1627.02,1716.1
2024-02-01,North,tablet,Electronics,197,0.0275,5,134.78,673.89,590.11
2024-02-01,North,tablet,Clothing,175,0.0401,7,93.26,652.82,715.75
2024-02-01,North,tablet,Home,171,0.0396,6,57.3,343.77,973.48
2024-02-01,North,tablet,Sports,166,0.0335,5,61.99,309.94,1487.43
2024-02-01,South,desktop,Electronics,484,0.0472,22,142.87,3143.1,1944.31
2024-02-01,South,desktop,Clothing,506,0.0426,21,76.27,1601.68,1742.57
2024-02-01,South,desktop,Home,488,0.0352,17,57.74,981.62,1616.07
2024-02-01,South,desktop,Sports,500,0.0393,19,81.21,1543.04,934.25
2024-02-01,South,mobile,Electronics,766,0.038,29,139.62,4049.02,1825.02
2024-02-01,South,mobile,Clothing,750,0.0291,21,82.11,1724.32,1082.8
2024-02-01,South,mobile,Home,792,0.024,19,70.45,1338.51,1033.95
2024-02-01,South,mobile,Sports,727,0.0261,18,83.45,1502.17,1181.25
2024-02-01,South,tablet,Electronics,147,0.0314,4,131.6,526.39,634.74
2024-02-01,South,tablet,Clothing,151,0.0297,4,55.92,223.68,580.9
2024-02-01,South,tablet,Home,150,0.0288,4,79.5,317.99,877.15
2024-02-01,South,tablet,Sports,158,0.0296,4,68.59,274.37,1237.81
2024-02-01,East,desktop,Electronics,501,0.0371,18,126.61,2278.95,1687.94
2024-02-01,East,desktop,Clothing,470,0.0356,16,67.9,1086.35,894.87
2024-02-01,East,desktop,Home,504,0.0316,15,86.63,1299.51,714.62
2024-02-01,East,desktop,Sports,527,0.039,20,94.05,1881.0,1207.63
2024-02-01,East,mobile,Electronics,750,0.0308,23,123.64,2843.83,1843.72
2024-02-01,East,mobile,Clothing,681,0.0304,20,92.14,1842.83,1105.32
2024-02-01,East,mobile,Home,708,0.0295,20,64.25,1285.07,1645.42
2024-02-01,East,mobile,Sports,724,0.0285,20,86.5,1730.1,1651.79
2024-02-01,East,tablet,Electronics,132,0.0329,4,111.58,446.32,1768.62
2024-02-01,East,tablet,Clothing,147,0.0422,6,91.46,548.78,1035.86
2024-02-01,East,tablet,Home,151,0.0332,5,82.03,410.13,1475.45
2024-02-01,East,tablet,Sports,146,0.0309,4,62.48,249.94,1116.05
2024-02-01,West,desktop,Electronics,566,0.0483,27,136.75,3692.22,2444.38
2024-02-01,West,desktop,Clothing,493,0.0361,17,80.89,1375.11,2358.77
2024-02-01,West,desktop,Home,597,0.0321,19,74.23,1410.28,2444.22
2024-02-01,West,desktop,Sports,547,0.0341,18,94.55,1701.85,892.47
2024-02-01,West,mobile,Electronics,792,0.0379,29,155.95,4522.64,1636.2
2024-02-01,West,mobile,Clothing,862,0.0294,25,92.09,2302.3,1752.84
2024-02-01,West,mobile,Home,841,0.0286,24,68.28,1638.79,1378.45
2024-02-01,West,mobile,Sports,792,0.0276,21,74.39,1562.14,1273.32
2024-02-01,West,tablet,Electronics,172,0.0397,6,154.33,925.95,1256.4
2024-02-01,West,tablet,Clothing,153,0.037,5,74.96,374.82,923.09
2024-02-01,West,tablet,Home,161,0.0386,6,72.66,435.98,2172.02
2024-02-01,West,tablet,Sports,170,0.0423,7,88.4,618.83,1876.01
2024-02-02,North,desktop,Electronics,603,0.0394,23,148.18,3408.08,1808.69
2024-02-02,North,desktop,Clothing,576,0.0508,29,47.74,1384.47,1743.77
2024-02-02,North,desktop,Home,595,0.0322,19,75.33,1431.2,1422.82
2024-02-02,North,desktop,Sports,628,0.0431,27,91.34,2466.22,746.28
2024-02-02,North,mobile,Electronics,887,0.0319,28,117.32,3284.91,1414.17
2024-02-02,North,mobile,Clothing,916,0.0316,28,83.64,2341.88,970.05
2024-02-02,North,mobile,Home,896,0.033,29,70.86,2054.97,1672.28
2024-02-02,North,mobile,Sports,975,0.0228,22,80.56,1772.39,1736.14
2024-02-02,North,tablet,Electronics,176,0.0398,7,142.18,995.27,1413.79
2024-02-02,North,tablet,Clothing,189,0.0232,4,85.98,343.93,517.47
2024-02-02,North,tablet,Home,181,0.0427,7,80.98,566.83,1357.01
2024-02-02,North,tablet,Sports,164,0.0272,4,81.66,326.64,619.47
2024-02-02,South,desktop,Electronics,495,0.041,20,118.14,2362.75,1465.66
2024-02-02,South,desktop,Clothing,489,0.0456,22,88.96,1957.2,1330.14
2024-02-02,South,desktop,Home,492,0.0367,18,87.43,1573.82,878.27
2024-02-02,South,desktop,Sports,479,0.0256,12,72.85,874.15,1272.39
2024-02-02,South,mobile,Electronics,805,0.0277,22,165.19,3634.14,1445.05
2024-02-02,South,mobile,Clothing,733,0.0324,23,102.23,2351.28,1369.3
2024-02-02,South,mobile,Home,729,0.0288,21,73.73,1548.24,655.66
2024-02-02,South,mobile,Sports,784,0.0244,19,83.79,1592.04,1807.32
2024-02-02,South,tablet,Electronics,149,0.0232,3,141.37,424.1,1346.45
2024-02-02,South,tablet,Clothing,148,0.0335,4,88.96,355.84,1749.91
2024-02-02,South,tablet,Home,149,0.0308,4,81.87,327.49,717.93
2024-02-02,South,tablet,Sports,144,0.0346,4,71.16,284.65,1356.98
2024-02-02,East,desktop,Electronics,552,0.036,19,158.58,3012.97,561.18
2024-02-02,East,desktop,Clothing,488,0.0346,16,68.06,1088.93,801.76
2024-02-02,East,desktop,Home,539,0.0324,17,88.53,1505.02,1256.57
2024-02-02,East,desktop,Sports,498,0.0325,16,75.05,1200.86,697.72
2024-02-02,East,mobile,Electronics,796,0.0323,25,87.27,2181.68,1055.0
2024-02-02,East,mobile,Clothing,774,0.0364,28,84.31,2360.71,806.76
2024-02-02,East,mobile,Home,733,0.0347,25,67.25,1681.24,994.03
2024-02-02,East,mobile,Sports,708,0.0247,17,94.89,1613.1,606.54
2024-02-02,East,tablet,Electronics,149,0.0404,6,135.69,814.16,933.41
2024-02-02,East,tablet,Clothing,138,0.045,6,56.09,336.51,1688.0
2024-02-02,East,tablet,Home,146,0.0329,4,67.76,271.03,717.07
2024-02-02,East,tablet,Sports,156,0.036,5,75.99,379.94,1291.66
2024-02-02,West,desktop,Electronics,552,0.0336,18,98.55,1773.89,1825.47
2024-02-02,West,desktop,Clothing,580,0.05,28,70.74,1980.63,2395.38
2024-02-02,West,desktop,Home,542,0.0439,23,60.21,1384.78,2034.12
2024-02-02,West,desktop,Sports,606,0.0357,21,91.74,1926.44,1173.69
2024-02-02,West,mobile,Electronics,856,0.0244,20,155.78,3115.69,1588.48
2024-02-02,West,mobile,Clothing,838,0.0409,34,75.85,2579.0,1451.54
2024-02-02,West,mobile,Home,808,0.0345,27,52.25,1410.85,1709.77
2024-02-02,West,mobile,Sports,825,0.0243,20,74.85,1496.95,895.96
2024-02-02,West,tablet,Electronics,178,0.0298,5,165.38,826.88,2422.51
2024-02-02,West,tablet,Clothing,167,0.0407,6,73.85,443.08,2249.9
2024-02-02,West,tablet,Home,173,0.0303,5,65.03,325.15,1178.27
2024-02-02,West,tablet,Sports,173,0.0341,5,71.47,357.37,1039.75
2024-02-03,North,desktop,Electronics,663,0.0344,22,135.27,2975.95,1143.98
2024-02-03,North,desktop,Clothing,681,0.045,30,85.37,2561.24,1581.34
2024-02-03,North,desktop,Home,710,0.0386,27,93.2,2516.34,1918.44
2024-02-03,North,desktop,Sports,684,0.0388,26,74.59,1939.28,614.13
2024-02-03,North,mobile,Electronics,1035,0.0314,32,159.47,5102.96,1863.38
2024-02-03,North,mobile,Clothing,1130,0.0312,35,74.33,2601.7,994.12
2024-02-03,North,mobile,Home,1039,0.0305,31,66.66,2066.38,1298.18
2024-02-03,North,mobile,Sports,1001,0.0291,29,82.08,2380.19,1835.45
2024-02-03,North,tablet,Electronics,203,0.0297,6,133.79,802.74,1891.9
2024-02-03,North,tablet,Clothing,205,0.0381,7,74.78,523.43,650.8
2024-02-03,North,tablet,Home,206,0.0412,8,64.44,515.48,1547.95
2024-02-03,North,tablet,Sports,212,0.0349,7,83.63,585.4,1175.4
2024-02-03,South,desktop,Electronics,550,0.0356,19,127.46,2421.71,872.8
2024-02-03,South,desktop,Clothing,560,0.0322,18,67.31,1211.59,753.59
2024-02-03,South,desktop,Home,596,0.0373,22,44.55,980.18,1531.08
2024-02-03,South,desktop,Sports,585,0.0348,20,74.06,1481.27,920.2
2024-02-03,South,mobile,Electronics,815,0.0307,25,99.96,2499.06,1495.56
2024-02-03,South,mobile,Clothing,848,0.0269,22,65.22,1434.89,1311.78
2024-02-03,South,mobile,Home,853,0.0278,23,77.45,1781.34,1769.48
2024-02-03,South,mobile,Sports,890,0.0282,25,87.15,2178.87,832.25
2024-02-03,South,tablet,Electronics,172,0.0468,8,160.12,1280.94,1923.06
2024-02-03,South,tablet,Clothing,184,0.037,6,70.36,422.16,1242.58
2024-02-03,South,tablet,Home,181,0.032,5,79.12,395.6,878.62
2024-02-03,South,tablet,Sports,178,0.0285,5,66.82,334.08,1024.79
2024-02-03,East,desktop,Electronics,591,0.0304,17,137.28,2333.7,1707.53
2024-02-03,East,desktop,Clothing,564,0.0337,18,81.8,1472.46,1827.01
2024-02-03,East,desktop,Home,583,0.0312,18,81.64,1469.46,1006.57
2024-02-03,East,desktop,Sports,600,0.0333,19,90.23,1714.32,1574.71
2024-02-03,East,mobile,Electronics,850,0.0306,26,136.05,3537.24,965.9
2024-02-03,East,mobile,Clothing,857,0.0384,32,76.46,2446.61,1642.61
2024-02-03,East,mobile,Home,891,0.0337,30,78.95,2368.61,668.57
2024-02-03,East,mobile,Sports,845,0.032,27,79.57,2148.28,743.98
2024-02-03,East,tablet,Electronics,181,0.0414,7,136.4,954.83,1128.87
2024-02-03,East,tablet,Clothing,164,0.0565,9,80.4,723.6,1708.37
2024-02-03,East,tablet,Home,179,0.0318,5,80.74,403.7,575.1
2024-02-03,East,tablet,Sports,182,0.0391,7,64.41,450.9,1114.17
2024-02-03,West,desktop,Electronics,670,0.0256,17,156.24,2656.08,1693.0
2024-02-03,West,desktop,Clothing,670,0.037,24,57.94,1390.67,1720.83
2024-02-03,West,desktop,Home,609,0.0349,21,72.52,1522.95,1602.25
2024-02-03,West,desktop,Sports,614,0.0307,18,69.83,1256.88,1443.99
2024-02-03,West,mobile,Electronics,912,0.0299,27,109.39,2953.48,956.89
2024-02-03,West,mobile,Clothing,969,0.0323,31,65.11,2018.49,788.2
2024-02-03,West,mobile,Home,960,0.0373,35,102.92,3602.27,2452.49
2024-02-03,West,mobile,Sports,954,0.0322,30,73.76,2212.8,2165.51
2024-02-03,West,tablet,Electronics,184,0.0412,7,130.42,912.94,2254.63
2024-02-03,West,tablet,Clothing,181,0.0329,5,64.43,322.16,1227.88
2024-02-03,West,tablet,Home,195,0.0319,6,61.52,369.12,1578.02
2024-02-03,West,tablet,Sports,195,0.0323,6,56.0,335.97,1871.18
2024-02-04,North,desktop,Electronics,652,0.0329,21,146.18,3069.87,1070.29
2024-02-04,North,desktop,Clothing,730,0.0456,33,63.89,2108.51,529.52
2024-02-04,North,desktop,Home,712,0.0238,16,76.95,1231.26,1197.55
2024-02-04,North,desktop,Sports,707,0.0332,23,81.23,1868.18,658.93
2024-02-04,North,mobile,Electronics,968,0.035,33,143.3,4728.88,1848.88
2024-02-04,North,mobile,Clothing,1051,0.0328,34,52.22,1775.63,565.1
2024-02-04,North,mobile,Home,1014,0.0276,27,96.25,2598.63,1242.98
2024-02-04,North,mobile,Sports,1024,0.0301,30,60.07,1801.97,1604.03
2024-02-04,North,tablet,Electronics,208,0.0317,6,94.65,567.87,632.78
2024-02-04,North,tablet,Clothing,209,0.0394,8,62.81,502.46,1298.47
2024-02-04,North,tablet,Home,190,0.0291,5,79.69,398.43,1204.15
2024-02-04,North,tablet,Sports,213,0.0269,5,65.45,327.27,1415.59
2024-02-04,South,desktop,Electronics,626,0.0346,21,120.77,2536.09,1836.24
2024-02-04,South,desktop,Clothing,632,0.0375,23,80.89,1860.48,1767.06
2024-02-04,South,desktop,Home,569,0.0413,23,81.17,1866.83,550.68
2024-02-04,South,desktop,Sports,581,0.0286,16,61.97,991.59,1203.59
2024-02-04,South,mobile,Electronics,843,0.0323,27,134.28,3625.6,673.51
2024-02-04,South,mobile,Clothing,945,0.0392,37,88.16,3261.88,1740.09
2024-02-04,South,mobile,Home,805,0.0329,26,91.8,2386.73,1749.17
2024-02-04,South,mobile,Sports,791,0.0201,15,81.37,1220.59,1010.41
2024-02-04,South,tablet,Electronics,175,0.0416,7,134.72,943.05,1103.23
2024-02-04,South,tablet,Clothing,160,0.0377,6,69.75,418.49,1005.86
2024-02-04,South,tablet,Home,177,0.0368,6,57.79,346.74,716.77
2024-02-04,South,tablet,Sports,180,0.0263,4,63.77,255.1,1686.51
2024-02-04,East,desktop,Electronics,576,0.0318,18,161.71,2910.73,894.39
2024-02-04,East,desktop,Clothing,565,0.0318,17,67.62,1149.62,1097.75
2024-02-04,East,desktop,Home,547,0.0409,22,81.67,1796.79,1720.74
2024-02-04,East,desktop,Sports,575,0.0395,22,85.57,1882.65,869.41
2024-02-04,East,mobile,Electronics,922,0.0314,28,138.06,3865.55,1583.47
2024-02-04,East,mobile,Clothing,824,0.0319,26,68.23,1773.95,1612.4
2024-02-04,East,mobile,Home,850,0.034,28,77.55,2171.32,571.37
2024-02-04,East,mobile,Sports,850,0.027,22,78.17,1719.83,1497.21
2024-02-04,East,tablet,Electronics,167,0.0331,5,134.12,670.61,1225.39
2024-02-04,East,tablet,Clothing,172,0.0367,6,65.46,392.73,1508.39
2024-02-04,East,tablet,Home,179,0.0284,5,78.94,394.7,931.0
2024-02-04,East,tablet,Sports,163,0.0355,5,59.61,298.06,1344.03
